ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
1285,352,Grosbous,Grosbous,,Luxembourg,49.826839,5.96542,,238,193,,260,,193/222,238/60,1843,1843,,,8.4,17.2,ca.,,,,,,,,,,,,,,, ,"D, a: c.100 (60)",a,,,D,,,,,,100,ca.,125.6,258.9,ca.,,,,,125.6,258.9,,,,,FMRL I: 154; Guest 1994
89,821,Iasos,Iasos (Güllük),,Turkey,37.240044,27.601715,,260,193,,275,,193/222,260/75,1969,1969,,,57.4,511.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.100, c.2889",a,2889,ca.,D,100,ca.,,,,2989,ca.,862.6,7683.1,ca.,,,,,862.6,7683.1,,coins from Macrinus to Gallienus.,Discovered during excavs. of the Carian city. Found in a pot under the floor of a shop in the SW corner of the agora,"Archaeological Museum, Izmir","Bland & Aydemir 1991, 91-180"
1346,406,Locquignol,Locquignol,,France,50.198058,3.71751,,238,193,,260,,193/222,238/60,1862,1862,,,83.3,173.1,ca.,,,,,,,,,,,,,,, ,"D, a: c.1000 (249)",a,,,D,,,,,,1000,ca.,1250.6,2598.9,ca.,,,,,1250.6,2598.9,,,,,TAF II: 54; Guest 1994
424,339,Gigen I,Gigen,Pleven,Bulgaria,43.697541,24.482284,,238,117,,260,,117/38,238/60,,,,,83.3,189.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.1000 (88)",a,,,D,,,,,,1000,ca.,1251.6,2848.4, ,,,,,1251.6,2848.4,,,,,Bia. Bulg. 29 (1966): 211-16; Guest 1994
1124,1125,Évreux I,Évreux,,France,49.027013,1.151361,,275,193,,296,,193/222,275/96,1890,1890,,,1318.8,19047.4,ca.,,,,,,,,,,,,,,, ,"D, a: c.110,000, (1, 68,204)",a,,,D,,,,,,110000,ca.,19802.4,285997.7,ca.,,,,,19802.4,285997.7,,,found in 10 groups as sacks,,"Ferray 1892; Besly & Bland 1983, 196; Guest 1994"
1645,694,Caerwent I,Caerwent,Monmouthshire,Great Britain,51.61024,-2.76501,,260,193,,275,,193/222,260/75,1850,1850,,,7.6,67.4,ca.,,,,,,,,,,,,,,, ,"D, a: c.14, c.380",a,380,ca.,D,14,ca.,,,,394,ca.,115,1011.3,ca.,,,,,115,1011.3,,from Julia Domna to Gallienus,,"National Museums & Galleries of Wales, Cardiff","NC 1852, proca. 7; O'Morgan 1855; Robertson 2000, number 477"
826,294,Cristesti,Cristesti,Mures,Romania,46.5,24.483333,,238,161,,260,,161/80,238/60,1963,1963,,,12.6,25.8,ca.,,,,,,,,,,,,,,, ,"D, a: c.150 (109, 9)",a,,,D,,,,,,150,ca.,188.8,387.2,ca.,,,,,188.8,387.2,,,found with vase,,Dacia 9 (1965): 496; Guest 1994
755,1280,Saint-Georges-de-Reneins,Saint-Georges-de-Reneins,Rhône,France,46.0624,4.72218,,296,161,,318,,161-80,296/318,1880,1901,,1880; 1901,1.5,25.7, ,,,,,,,,,,,,,,, ,"D, a: c.150, c.500 (103)",D,150,,,,,,,,150,,0,0, ,,,,+,0,0,(1880) 1-7. AR spoons: spatulate form: weights not given 8-10. gold finger rings: weights not given (1901) 11. AR container: uncertain form. Height: 8.5 cm; Diameter:  5.7 cm. weight not given 12. AV necklace: weight not given 13-26. AV and AR finger rings: weights not given,150 AR coins are of 'diverse emperors'; also an uncertain number of coins from Marcus Aurelius to Maximinus Daia (305-313),,"Museum of Gallo-Roman civilisation, Lyon","Besançon 1907; Guiraud 1981; Guggisberg & Kaufmann-Heinimann 2003, 334, number 9"
1215,943,Ramsen,Ramsen,,Germany,49.537001,8.012977,,260,96,,275,,96/117,260/75,1892,1892,,,27.1,291.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.1500 (1172)",a,,,D,,,,,,1500,ca.,407.6,4377.3,ca.,,,,,407.6,4377.3,,,,,FMRD IV/2: 2120; Guest 1994
1354,184,Marienfels,Marienfels,,Germany,50.239847,7.812592,,222,161,,238,,161/80,222/38,1861,1861,,,140,259.9,ca.,,,,,,,,,,,,,,, ,"D, a: c.1500 (122)",a,,,D,,,,,,1500,ca.,2102.3,3902.4,ca.,,,,,2102.3,3902.4,,,found with pot in fort,,FMRD V/5: 5008; Guest 1994
991,723,Coësmes,Coësmes,,France,47.882282,-1.442317,,260,222,,275,,222/38,260/75,1927,1927,,,20,140.6,ca.,,,,,,,,,,,,,,, ,"D, a: c.1576 (1, 1304)",a,,,D,,,,,,1576,ca.,300.6,2110.7,ca.,,,,,300.6,2110.7,,Julia Mamaea (1 denarii) to Aurelian/Tetrici,found in two ceramic vessels,,"Le Gentilhomme 1947; Besly & Bland 1983, 196"
1823,650,Baconsthorpe,Baconsthorpe,Norfolk,Great Britain,52.891015,1.153316,,260,96,,275,,96/98,260/75,1878,1878,,,305.9,3430.4,ca.,,,,,,,,,,,,,,, ,"D, a: c.17,000",a,,,D,,,,,,17000,ca.,4592.8,51507.2,ca.,,,,,4592.8,51507.2,,"from Nerva to Aurelian. Of the coins known, only four are denarii",foundduring ploughing in a large urn,"The British Museum; Norwich Castle Museum; Kings Lynn Museum; Blackgate Museum, Newcastle","Askew 1940; Robertson 2000, number 700"
1715,350,Great Chesterford,Great Chesterford,Essex,Great Britain,52.062757,0.19682,,238,69,,260,,69/79,238/60,1949,1949,,,26.3,59.3,ca.,,,,,,,,,,,,,,, ,"D, a: c.170, 154",a,,,D,,,,,,,,394.7,890.3,ca.,,,,,394.7,890.3,,from Vespasian to Philip II,found by a mechanical digger,,"VCH Roman (Essex), 1963, 85ff.; Robertson 2000, number  448"
430,377,Kardam,Kardam (formerly Hajdar),Dobrich,Bulgaria,43.75,28.1,,238,138,,260,,138/61,238/60,1928,1928,,,16.7,36.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.200 (162)",a,,,D,,,,,,200,ca.,251.5,548.5,ca.,,,,,251.5,548.5,,,,,"Bia. Bulg. 5 (1928): 382-6; Guest 1994; Gazdac 2002, 547"
412,587,Vasilevo,Vasilevo,Varna,Bulgaria,43.612098,28.178605,,238,193,,260,,193/222,238/60,1959,1959,,,16.7,34.2,ca.,,,,,,,,,,,,,,, ,"D, a: c.200 (6, 21)",a,,,D,,,,,,200,ca.,251.3,514, ,,,,,251.3,514,,,,,"Bia. Bulg. 25 (1962): 233-7; Guest 1994; Gazdac 2002, 558"
1311,411,Mainz F. III,Mainz F.,,Germany,49.992862,8.247253,,238,193,,260,,193/222,238/60,1920,1920,,,16.7,34.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.200 (73, 87)",a,,,D,,,,,,200,ca.,250.6,518.9,ca.,,,,,250.6,518.9,,,,,FMRD IV/1: 1155; Guest 1994
488,953,La Roche-sur-le-Buis,La Roche-sur-le-Buis,,France,44.277057,5.312076,,260,193,,275,,193/222,260/75,1870,1870,,,4,37.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.218",a,,,D,,,,,,218,ca.,60.4,563.7,ca.,,,,,60.4,563.7,,,,,TAF V/2: 31; Guest 1994
959,535,Steingarden,Steingarden,,Germany,47.702328,10.861281,,238,138,,260,,138/61,238/60,1902,1902,,,199.9,439.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.2400 (155, 329)",a,,,D,,,,,,2400,ca.,3001.5,6598.5,ca.,,,,,3001.5,6598.5,,,,,FMRD I/7: 7196; Guest 1994
1120,861,Löchgau/Weissenhof,Löchgau/Weissenhof,,Germany,49.002087,9.108596,,260,96,,275,,96/117,260/75,,,,,1.1,4.6,ca.,,,,,,,,,,,,,,, ,"D, a: c.25 (7, 3)",a,,,D,,,,,,25,ca.,16.2,69.7,ca.,,,,,16.2,69.7,,,found with pot,,FMRD II/4: 4350; Guest 1994
536,560,Tekija,Tekija,Kladovo,Serbia,44.683333,22.416667,,238,117,,260,,117/38,238/60,1880,1880,ca.,,20.9,47.3,ca.,,,,,,,,,,,,,,, ,"D, a: c.250",a,,,D,,,,,,250,ca.,314.1,710.9, ,,,,,314.1,710.9,,,,,"Mirnik 1981, number 237; Guest 1994"
552,726,Colombier,Colombier,Dordogne,France,44.774684,0.527088,,260,222,,275,,222/38,260/75,1924,1924,,,48.6,224.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.2700 (2, 2382)",a,,,D,,,,,,2700,ca.,730,3374.1,ca.,,,,,730,3374.1,,,found with pot,,TAF VI: 5; Guest 1994
1272,227,Alttrier,Alttrier,,Luxembourg,49.750006,6.327141,,238,117,,260,,117/38,238/60,1861,1861,,,2.7,5.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.30 (6, 7)",a,,,D,,,,,,30,ca.,39.9,82.4,ca.,4,,,,39.9,82.4,,17 coins seen; 4 sesterces,,,FMRL I:4; Guest 1994
1122,946,Regensburg II,Bulgaria,,Germany,49.014542,12.100856,,260,193,,275,,193/222,260/75,1864,1864,,,5.5,51.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.300 (1, 54)",a,,,D,,,,,,300,ca.,82.6,776.9,ca.,,,,,82.6,776.9,,,,,FMRD I/3; 3082; Guest 1994
615,462,Olteni,Olteni,Vâlcea,Romania,45.145215,24.38169,,238,193,,260,,193/222,238/60,1946,1946,,,28,36.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.300 (111, 147)",a,,,D,,,,,,300,ca.,420.5,548.6,ca.,,,,,420.5,548.6,,,,,"SCN V (1971): 115-43; Guest 1994; Gazdac 2002, 491-2"
1429,375,Jupille-sur-Meuse,Jupille-sur-Meuse,,Belgium,50.64547,5.63488,,238,41,taq,260,,to AD41,238/60,1895,1895,,,291.5,836.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.3500 (1109)",a,,,D,,,,,,3500,ca.,4377.3,12562.7,ca.,,,,,4377.3,12562.7,,,found with pot,,"Thirion 1967, number  147; Guest 1994"
1485,751,Denderleeuw,Denderleeuw,,Belgium,50.878937,4.078833,,260,193,,275,,193/222,260/75,1938,1938,,,1,5.6,ca.,,,,,,,,,,,,,,, ,"D, a: c.40 (3, 17)",a,,,D,,,,,,40,ca.,14.6,84,ca.,,,,,14.6,84,,,,,"Thirion 1967, number 59; Guest 1994"
1008,419,Le Mans I,Le Mans,,France,48.00611,0.199556,,238,69,,260,,69/96,238/60,1798,1798,,,38.4,86.2,ca.,,,,,,,,,,,,,,, ,"D, a: c.460 (1, 173)",a,,,D,,,,,,460,ca.,576.7,1295.1,ca.,,,,,576.7,1295.1,,,found with pot,,TAF III: 15; Guest 1994
1034,461,Olgishofen,Olgishofen,,Germany,48.162053,10.289119,,238,193,,260,,193/222,238/60,1797,1797,,,4.4,7.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.50 (1, 30)",a,,,D,,,,,,50,ca.,65.9,113.2,ca.,2,,,,65.9,113.2,,,,,FMRD I/7: 7160; Guest 1994
271,542,Susmanovo,Susmanovo,Khaskovo,Bulgaria,42.614673,23.338233,,238,193,,260,,193/222,238/60,,,,,41.7,86.5,ca.,,,,,,,,,,,,,,, ,"D, a: c.500 (449)",a,,,D,,,,,,500,ca.,625.6,1298.9,ca.,,,,,625.6,1298.9,,,,,"Bia. Bulg. 18 (1952), 404-5; Guest 1994"
1171,923,Oissel,Obudovac,,France,49.339778,1.08978,,260,96,,275,,96/117,260/75,1899,1899,,,10.1,106.8,ca.,,,,,,,,,,,,,,, ,"d, a: c.5-600 (6)",a,,,D,,,,,,550,ca.,151.2,1603.4,ca.,72,,,,151.2,1603.4,,,found during excavs. of Gallo-Roman villa,,TAF IV: 54; Guest 1994
975,839,Kisslegg-Unterhorgen,Kisslegg-Unterhorgen,,Germany,47.76007,9.887858,,260,138,,275,,138/61,260/75,1836,1836,,,11,109.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.600 (199, 75)",a,,,D,,,,,,600,ca.,164.5,1647.5,ca.,,,,,164.5,1647.5,,,,,FMRD II/3: 3338; Guest 1994
1205,745,Dampierre-en-Bray,"Dampierre-en-Bray, Dieppe","Gournay-en-Bray, Seine-Maritime",France,49.480734,1.722488,,260,193,,275,,193/222,260/75,1822,1822,,,107.9,499.4,ca.,,,,,,,,,,,,,,, ,"D, a: c.6000 (207)",a,,,D,,,,,,6000,ca.,1621,7499.1,ca.,,,,,1621,7499.1,,,found with pot,,TAF IV: 21; Guest 1994
513,1319,Yalta,"Yalta city limits, Crimea, former USSR",,Russia,44.495205,34.166301,,330,69,,348,,69/79,330/48,1905,1905,,,8.5,122.6,ca.,,,,,,,,,,,,,,, ,"D, a: c.625?",a,,,D,,,,,,625,ca. +,127.8,1841.2,ca.,453?,,,,127.8,1841.2,,"1078 coins known in total, ca. 58% AR. Vespasian to Constantine I. Included Roman provincial coins and small coppers",found during the planting of farm land,,"Kropotkin 1962, 262-3, number 639"
641,972,Satnica,Satnica,Osijek,Croatia,45.353215,18.376852,,260,193,,275,,193/222,260/75,1906,1906,,,117,1125.3,ca.,,,,,,,,,,,,,,, ,"D, a: c.6-7,000 (626)",a,,,D,,,,,,6500,ca.,1756.6,16896.9,ca.,,,,,1756.6,16896.9,,,found with pot,,"Mirnik 1981, number 212; Guest 1994; Gazdac 2002, 527-8"
1433,396,Lahamaide,Lahamaide,,Belgium,50.6949,3.724979,,238,193,,260,,193/222,238/60,1914,1914,,,58.3,121.1,ca.,,,,,,,,,,,,,,, ,"D, a: c.700 (17, 95)",a,,,D,,,,,,700,ca.,875.6,1818.9,ca.,,,,,875.6,1818.9,,,found with pot,,"Thirion 1967, number  160; Guest 1994"
1414,279,Casteau,Casteau,,Belgium,50.515888,4.013293,,238,161,,260,,161/80,238/60,1784,1784,,,58.4,120.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.700? (23)",a,,,D,,,,,,700,ca. +,876.3,1811.7,ca.,?,,,,876.3,1811.7,,"23 denarii, ant., sesterces",,,"Thirion 1967, number  43; Guest 1994"
292,332,Gabrovo,Gabrovo,,Bulgaria,42.874224,25.318938,,238,117,,260,,117/38,238/60,1969,1969,,,62.6,142.2,ca.,,,,,,,,,,,,,,, ,"D, a: c.750 (201, 518)",a,,,D,,,,,,750,ca.,940.4,2135.9,ca.,,,,,940.4,2135.9,,,,,Guest 1994
251,258,Borimechkovo,Borimechkovo,,Bulgaria,42.402005,24.125519,,238,193,,260,,193/222,238/60,,,,,8.2,16.9,ca.,,,,,,,,,,,,,,, ,"D, a: c.98 (93)",a,,,D,,,,,,93,ca.,123.1,253.7, ,,,,,123.1,253.7,,,,,Bia. Bulg. XVII: 316-325; Guest 1994
1975,162,Falkirk,Falkirk,Stirlingshire,Great Britain,55.999,-3.785,,222,,,238,,Repub.,222/38,1933,1933,,,171.8,459.6,ca.,,,,,,,,,,,,,,, ,"D, dr: 1924, 1",D,1924,,dr,1,,,,,1925,,2579.1,6901.3, ,,,,,2579.1,6901.3,,to Severus Alexander. 1 denarii plated,found in a pot with evidence of textile,,"MacDonald 1934; Robertson 2000, number 415"
1622,60,London IV,London (Muswell Hill),Greater London,Great Britain,51.507413,-0.127647,,193,-31,,222,,31/30BC,193/222,1928,1928,,,83.6,144.3,ca.,,,,,,,,,,,,,,, ,"D, dr: 653, 1",D,653,,dr,1,,,,,654,,1255.2,2166.6, ,,,,+,1255.2,2166.6,Also 1 AR spoon: round bowl. Length: 18.5cm. No weight given. Broken AE ring. Fragments of ceramic vessel.,Coins from M. Antony to S. Severus. weight estimate excludes drachm and spoon.,,,"Mattingly 1929a; Neuberg 1972; Robertson 2000, number 387"
1539,1465,West Bagborough,West Bagborough,Somerset,Great Britain,51.094331,-3.198287,,364,101,,394,,101/102,364/94,2001,2001,,,141.4,141.4, ,,,,,,,,,,,,,,, ,"D, M, Si: 2, 8, 671",D,2,,M,8,,Si,671,,681,,2123.1,2123.1, ,,728.23,728.23,,2851.33,2851.33,also 73 pieces of Hacksilber (Total weight: 728.23g).,"Den, 1 Trajan, 1 Marcus Aurelius; total weight of mils.: 37.31g; 7 unreduced siliqua (Total weight: 24.05g), the rest reduced.",,,CHRB XII (forthcoming)
1468,1365,Portsmouth,Portsmouth,Hantoniniani,Great Britain,50.816667,-1.083333,,348,98,,363,,98/117,348/63,1897,1897,,,136.4,206.1,+,,,,,,,,,,,,,,, ,"D, M, Si: 6, c.68, c.865",D,6,,M,68,ca.,Si,865,ca.,939,ca.,2048.8,3094.2,+,,,,,2048.8,3094.2,,Trajan to Julian II,found in a one-handled urn,"The British Museum; Portsmouth Museum; Cumberland House Museum, Southsea; Carisbrooke Castle Museum, Isle of Wight","NC 1936, 292-303; Archer 1979, 56, number 48; King 1981, 15; Robertson 2000, number 1368"
1747,1345,Laatzen,Laatzen,Hannover,Germany,52.308244,9.808619,,348,69,,363,,69/96,348/63,1967,1967,,,13.8,15.2, ,,,,,,,,,,,,,,, ,"D, M, Si: 74, 2, 2",D,74,,M,2,,Si,2,,78,,207.1,228.7, ,,,,,207.1,228.7,,"Denarii run from Vespasian to Aurelius. Mils.: 4.53g, 4.29g; siliqua: 3.26g; barbarian siliqua: 3.09g. Latest coin Julian.",,,"FMRD VII.4.4033; Guest 1994; Bland 1997, table 5, number 395"
1590,1076,Bath,Bath,Gloucestershire,Great Britain,51.375801,-2.359904,,275,238,,296,,238/60,275/96,1979,1979,,,24.2,32.7,ca.,,,,,,,,,,,,,,, ,"D, Q, a: 1, 1, 1811",a,1811,,D,1,,Q,1,,1813,,363.7,490.4, ,,,,,363.7,490.4,,from Valerian II to Allectus,found on the line of the Great Western Railway,dispersed,Rudling & Shilling 1986
1478,642,Ardres,Ardres,,France,50.85391,1.976298,,260,193,,275,,193/222,260/75,1873,1873,,,13.5,115.6,ca.,,,,,,,,,,,,,,, ,"D, Q, a: 2, 2, 667",a,667,,D,2,,Q,2,,671,,203.3,1735.5, ,2,,,,203.3,1735.5,,"4 denarii/quinarii, 2 sesterces",found in pot,,TAF II: 6; Guest 1994
1070,121,Ulm,Ulm,,Germany,48.404298,9.979349,,193,41,taq,222,,to AD41,193/222,,,,,1.5,2.6,ca.,,,,,,,,,,,,,,, ,"D, Q: 11, 1",D,11,,Q,1,,,,,12,,23.4,39.2, ,1,,,,23.4,39.2,,,,,FMRD II/4: 4512; Guest 1994
1213,18,Buchen,Buchen,Baden-Württemburg,Germany,49.516611,9.316728,,193,41,taq,222,,to AD41,193/222,,,,,1.3,2.1,ca.,,,,,,,,,,,,,,, ,"D, Q: 9, 1",D,9,,Q,1,,,,,10,,19.7,32, ,,,,,19.7,32,,,,,"FMRD II/1, 1057; Guest 1994"
447,1445,Sǎpata de Jos II,Sǎpata de Jos,Arges,Romania,43.883333,23.666667,,364,100,,394,,2nd. ca. AD,364/94,,,,,1.5,2.3,+,,,,,,,,,,,,,,, ,"D, Si: ?, 11",D,"?, 11",?,Si,11,,,,,11,ca. +,23.2,34,+,,,,,23.2,34,,includes an unknown number of denarii. Siliquae of Constantius II to Valens. Doubtful.,,,"Dacia 1960, 591 number 15; Duncan 1993, 123"
1152,1628,Arcy-Sainte-Restitue,Arcy-Sainte-Restitue,,France,49.252636,3.465171,,425,408,?,456,,408?,425/56,,,,,2,2,+,,,,,,,,,,,,,,, ,"D, Si: 1, 21",D,1,,Si,21,,,,,22,,29.42,29.42,+,,,,,29.42,29.42,,includes one 2nd. ca. denarius and one ‘Dortmund’ copy. Terminus post quem ca. 430,,,"Kent 1994; Bland 1997, table 5, number 373; CDTM [Q] VIII/2, 43"
757,1442,Sandrans II,Sandrans,Ain,France,46.063557,4.980985,,364,96,,394,,96/117,364/94,1960,1960,ca.,,4.1,7.9, ,,,,,,,,,,,,,,, ,"D, Si: 27, 11",D,27,,Si,11,,,,,38,,61.5,118.2, ,,,,,61.5,118.2,,Trajan to Valentinian I,,,TAF V/1: 40; Guest 1994
441,97,Ruse II,Ruse,,Bulgaria,43.849468,25.954426,,193,69,,222,,69/96,193/222,,,,,1.3,1.9,ca.,,,,,,,,,,,,,,, ,D: ? (10),D,10,?,,,,,,,10,?,19.4,28.4, ,,,,,19.4,28.4,,,,,Arheologia XXIV (1) (1982): 62-6; Guest 1994
346,128,Vojan,Vojan,Shumen (Kolarovgrad),Bulgaria,43.283333, 26.933333,,193,117,,222,,117/38,193/222,,,,,1.9,2.8,ca.,,,,,,,,,,,,,,, ,D: ? (15),D,15,?,,,,,,,15,?,28.5,41.7, ,,,,,28.5,41.7,,,,,Bia. Bulg. XV (1946): 235-44; Guest 1994
557,208,Simburesti I,Simburesti,Olt,Romania,44.807731,24.397564,,222,138,,238,,138/61,222/38,,,,,2.1,3.8,ca.,,,,,,,,,,,,,,, ,D: ? (21),D,21,?,,,,,,,21,?,30.8,56.4, ,,,,,30.8,56.4,,,,,Dacia 14 (1970): 480; Guest 1994
309,108,Sushina,Sushina,,Bulgaria,43.06667,26.76667,,193,96,,222,,96/117,193/222,,,,,2.7,4.4,ca.,,,,,,,,,,,,,,, ,D: ? (23),D,23,?,,,,,,,23,?,41.3,66.1, ,,,,,41.3,66.1,,,,,Bia. Bulg. XV (1946): 235-44; Guest 1994
379,26,Devene,Devene,,Bulgaria,43.412531,23.614324,,193,69,,222,,69/96,193/222,,,,,3.6,5.6,ca.,,,,,,,,,,,,,,, ,D: ? (29),D,29,?,,,,,,,29,?,54.2,84.4, ,,,,+,54.2,84.4,also part of an AR chain,,,,"BIA Bulg. 27 (1964), 238; ANRW II, 6 (1977): 110-81; Guest 1994"
852,14,Blagesti,Blagesti,,Romania,46.677782,26.694986,,193,69,,222,,69/96,193/222,1973,1973,,,5.7,9,ca.,,,,,,,,,,,,,,, ,D: ? (46),D,46,?,,,,,,,46,?,85.3,134.6, ,,,,,85.3,134.6,,46 id.,,,Carpica 7: 31-45; Guest 1994
480,586,Vartopu,Vartopu,Dolj,Romania,44.217673,23.325973,,238,96,,260,,96/117,238/60,1931,1931,,,5,10.2,ca.,,,,,,,,,,,,,,, ,D: ? (53),D,53,?,,,,,,,53,?,75.8,153.3, ,,,,,75.8,153.3,,,,,Oltenia  9 (1940): 122; Guest 1994
1222,30,Eiweiler,Eiweiler,Saar,Germany,49.552999,7.016838,,193,117,,222,,117/38,193/222,,,,,0.1,0.1,ca.,,,,,,,,,,,,,,, ,D: 1,D,1,,,,,,,,1,,1.83,1.83, ,"4, 2",,,,1.83,1.83,,"16 coins in total. 4 sesterces, 2 as/fract.",,,FMRD III: 1098; Guest 1994
1265,116,Trier III,Trier (Eros Cellar),,Germany,49.746883,6.634751,,193,41,taq,222,,to AD41,193/222,,,,,0.1,0.2,ca.,,,,,,,,,,,,,,, ,D: 1,D,1,,,,,,,,1,,1.83,3.59, ,"1, 2",,,,1.83,3.59,,"1 sesterces, 2 as",,,"FMRD IV 3,1: 51G; Guest 1994"
1264,115,Trier II,Trier (Eros Cellar),,Germany,49.746883,6.634751,,193,117,,222,,117/38,193/222,,,,,0.1,0.2,ca.,,,,,,,,,,,,,,, ,D: -1,D,1,,,,,,,,1,,1.83,2.85, ,"1, 1, 1",,,,1.83,2.85,,"35 coins in total. 1 as, 1 dupondii, 1 sesterces",,,"FMRD IV 3,1: 51F; Guest 1994"
1266,117,Trier IV,Trier (Eros Cellar),,Germany,49.746883,6.634751,,193,69,,222,,69/96,193/222,,,,,0.1,0.2,ca.,,,,,,,,,,,,,,, ,D: -1,D,1,,,,,,,,1,,1.83,2.95, ,"1, 10",,,,1.83,2.95,,15 coins in total,,,"FMRD IV 3,1: 51H; Guest 1994"
1233,1294,Lenningen,Lenningen,,Luxembourg,49.600784,6.367252,,318,69,,330,,69/96,318/30,,,,,0.2,0.2,ca.,,,,,,,,,,,,,,, ,"D: 1, 2",D,3,,,,,,,,3,,2.95,2.95, ,5,,,,2.95,2.95,,2 copies; 5 nummi,,,FMRL I: 203; Guest 1994
390,178,Knezha I,Knezha,Vratsa,Bulgaria,43.497984,24.08117,,222,138,,238,,138/61,222/38,,,,,1,1.7,ca.,,,,,,,,,,,,,,, ,D: 10,D,10,,,,,,,,10,,15.3,26.2, ,,,,,15.3,26.2,,,,,Arheologia XX (2) (1978): 72-7; Guest 1994
1103,187,Metten,Metten,,Germany,48.856298,12.9132,,222,54,,238,,54/68,222/38,1800,1800,ca.,,1,2,ca.,,,,,,,,,,,,,,, ,D: 10,D,10,,,,,,,,10,,15.7,29.6, ,,,,,15.7,29.6,,,,,FMRD I/2: 2010; Guest 1994
132,582,Ulassai,Ulassai,,Italy,39.811482,39.811482,,238,69,,260,,69/96,238/60,,,,,1,1.9,ca.,,,,,,,,,,,,,,, ,D: 10,D,10,,,,,,,,10,,15.6,28, ,1,,,,15.6,28,,"1 ses; this is the earliest coin, the others running from period 4 to 6, so it could be intrusive",,,"Perantoni Satta 1954, number 56; Guest 1994"
1024,1185,Munchen-Harlaching,Munchen-Harlaching,,Germany,48.098358,11.558197,,222,193,,238,,193/222,222/38,1911,1911,,,0.9,1.2,ca.,,,,,,,,,,,,,,, ,D: 10,D,10,,,,,,,,10,,14.4,17.9, ,,,,,14.4,17.9,,,grave find,,FMRD I/1: 1188; Guest 1994
1617,22,Chadwell St. Mary,Chadwell St. Mary,Essex,Great Britain,51.481,0.37,,193,-31,,222,,31/30BC,193/222,1956,1956,,,11.2,22,ca.,,,,,,,,,,,,,,, ,D: 100,D,100,,,,,,,,100,,168.7,330.4, ,,,,,168.7,330.4,,M. Antony to Caracalla,found in a pot in some gravel pits,,"Carson 1957; Robertson 2000, number 395"
1836,82,Orlovichi,Orlovichi,,Belarus,53.016667,25.183333,,193,98,,222,,98/117,193/222,1887,1887,,,127.9,207.7,ca. +,,,,,,,,,,,,,,, ,D: 1000+,D,1000,+,,,,,,,1000,+,1921.2,3118.8, ,,,,,1921.2,3118.8,,Trajan to Severus,found during ploughing,,"Kropotkin 1962, 388-9, number 1382"
865,138,Apahida,Apahida,Cluj,Romania,46.803114,23.75259,,222,54,,238,,54/68,222/238,1987,1987,,,99.8,222.5, ,,,,,,,,,,,,,,, ,D: 1068,D,1068,,,,,,,,1068,,1496.9,3341.1, ,2,,,,1496.9,3341.1,,Nero to Balbinus; AE are asses,,,"Gazdac 2002, 478-9"
485,23,Ciurari,Ciuari,Dimbrovita,Romania,44.25876,25.043258,,193,69,,222,,69/96,193/222,,,,,13.5,21.5,ca.,,,,,,,,,,,,,,, ,D: 110 (79),D,110,,,,,,,,110,,202.4,323.4, ,,,,,202.4,323.4,,,,,BSNR 70-74: 583; Guest 1994
1733,59,Lengerich II,Lengerich,,Germany,52.175,7.866667,,193,96,,222,,96/117,193/222,,,,,139.3,222,ca.,,,,,,,,,,,,,,, ,D: 1142,D,1142,,,,,,,,1142,,2090.9,3333.5, ,,,,,2090.9,3333.5,,,,,FMRD VII/1: 1033; Guest 1994
